uuid,name,description,class,shortname,datatype,units,High Normal,Low Normal,locale,synonym.1,answer.1,answer.2,answer.3,reference-term-source,reference-term-code,reference-term-relationship
c36bc411-3f10-11e4-adec-0800271c1b75,Pulse,,Misc,Pulse,Numeric,,,,,,,,,,,
